"Half","Time","Description","Time_in_sec","Event","Token","Player","UVA_score","Opp_score","Possession","Opps","Possession Number"
2,"5:43","Isaac McKneely makes three point jump shot (Reece Beekman assists)",343,"Made Three","makes","Isaac McKneely",62,40,"Opp","vsLOU",96
2,"5:27","Curtis Williams makes two point driving layup",327,"Made Two","makes","Curtis Williams",62,42,"Cavs","vsLOU",97
2,"5:25","Andrew Rohde misses two point turnaround bank hook shot",325,"Missed Two","misses","Andrew Rohde",62,42,"Cavs","vsLOU",97
2,"5:20","Skyy Clark defensive rebound",320,"Def Rebound","defensive rebound","Skyy Clark",62,42,"Opp","vsLOU",98
2,"4:50","Curtis Williams makes three point pullup jump shot (Skyy Clark assists)",290,"Made Three","makes","Curtis Williams",62,45,"Cavs","vsLOU",99
2,"4:40","Isaac McKneely makes two point fadeaway jump shot (Jacob Groves assists)",280,"Made Two","makes","Isaac McKneely",64,45,"Opp","vsLOU",100
2,"4:40","Isaac McKneely personal foul (Ty-Laur Johnson draws the foul)",280,"Foul","personal foul","Isaac McKneely",64,45,"Opp","vsLOU",100
2,"4:40","Cavaliers lineup change (Reece Beekman, Andrew Rohde, Taine Murray, Ryan Dunn, Jacob Groves)",280,"Cav Sub"," ","Cavaliers",64,45,"Opp","vsLOU",100
2,"4:40","Cardinals lineup change (Danilo Jovanovich, Curtis Williams, Ty-Laur Johnson, Brandon Huntley-Hatfield, Skyy Clark)",280,"Opp Sub"," ","Cardinals",64,45,"Opp","vsLOU",100
2,"4:40","Ty-Laur Johnson misses regular free throw 1 of 1",280,"Missed FT","misses","Ty-Laur Johnson",64,45,"Opp","vsLOU",100
2,"4:25","Ryan Dunn defensive rebound",265,"Def Rebound","defensive rebound","Ryan Dunn",64,45,"Cavs","vsLOU",101
2,"4:14","Taine Murray makes two point running alley-oop layup (Reece Beekman assists)",254,"Made Two","makes","Taine Murray",66,45,"Opp","vsLOU",102
2,"4:12","Curtis Williams misses three point jump shot",252,"Missed Three","misses","Curtis Williams",66,45,"Opp","vsLOU",102
2,"3:54","Reece Beekman defensive rebound",234,"Def Rebound","defensive rebound","Reece Beekman",66,45,"Cavs","vsLOU",103
2,"3:50","Ryan Dunn turnover (bad pass) (Danilo Jovanovich steals)",230,"Turnover","turnover","Ryan Dunn",66,45,"Opp","vsLOU",104
2,"3:50","Andrew Rohde personal foul (Ty-Laur Johnson draws the foul)",230,"Foul","personal foul","Andrew Rohde",66,45,"Opp","vsLOU",104
2,"3:50","TV timeout",230,""," ","TV",66,45,"Opp","vsLOU",104
2,"3:50","Cavaliers lineup change (Reece Beekman, Elijah Gertrude, Taine Murray, Ryan Dunn, Jacob Groves)",230,"Cav Sub"," ","Cavaliers",66,45,"Opp","vsLOU",104
2,"3:50","Ty-Laur Johnson makes regular free throw 1 of 2",230,"Made FT","makes","Ty-Laur Johnson",66,46,"Opp","vsLOU",104
2,"3:50","Ty-Laur Johnson makes regular free throw 2 of 2",230,"Made FT","makes","Ty-Laur Johnson",66,47,"Cavs","vsLOU",105
2,"3:37","Cardinals lineup change (Curtis Williams, Hercy Miller, Brandon Huntley-Hatfield, Danilo Jovanovich, Skyy Clark)",217,"Opp Sub"," ","Cardinals",66,47,"Cavs","vsLOU",105
