"Half","Time","Description","Time_in_sec","Event","Token","Player","UVA_score","Opp_score","Possession","Opps","Possession Number"
2,"16:35","Tigers lineup change (Nicholas Jourdain, David Jones, Caleb Mills, Jahvon Quinerly, Jayden Hardaway)",995,"Opp Sub"," ","Tigers",37,45,"Opp","vsMEM",77
2,"16:18","Caleb Mills makes two point layup (Jahvon Quinerly assists)",978,"Made Two","makes","Caleb Mills",37,47,"Cavs","vsMEM",78
2,"16:18","Reece Beekman makes two point layup",978,"Made Two","makes","Reece Beekman",39,47,"Cavs","vsMEM",78
2,"16:18","Nicholas Jourdain shooting foul (Reece Beekman draws the foul)",978,"Foul","shooting foul","Nicholas Jourdain",39,47,"Cavs","vsMEM",78
2,"16:18","Cavaliers lineup change (Reece Beekman, Leon Bond III, Isaac McKneely, Ryan Dunn, Jacob Groves)",978,"Cav Sub"," ","Cavaliers",39,47,"Cavs","vsMEM",78
2,"15:59","Reece Beekman makes regular free throw 1 of 1",959,"Made FT","makes","Reece Beekman",40,47,"Opp","vsMEM",79
2,"15:53","TV timeout",953,""," ","TV",40,47,"Opp","vsMEM",79
2,"15:51","David Jones misses two point jump shot",951,"Missed Two","misses","David Jones",40,47,"Opp","vsMEM",79
2,"15:30","Reece Beekman defensive rebound",930,"Def Rebound","defensive rebound","Reece Beekman",40,47,"Cavs","vsMEM",80
2,"15:03","Leon Bond III makes two point jump shot",903,"Made Two","makes","Leon Bond III",42,47,"Opp","vsMEM",81
2,"14:48","Caleb Mills makes three point jump shot (David Jones assists)",888,"Made Three","makes","Caleb Mills",42,50,"Cavs","vsMEM",82
2,"14:48","Nicholas Jourdain personal foul",888,"Foul","personal foul","Nicholas Jourdain",42,50,"Cavs","vsMEM",82
2,"14:31","Tigers lineup change (Nicholas Jourdain, Jayhlon Young, Caleb Mills, Jaykwon Walton, Jayden Hardaway)",871,"Opp Sub"," ","Tigers",42,50,"Cavs","vsMEM",82
2,"14:27","Reece Beekman turnover (lost ball) (Jaykwon Walton steals)",867,"Turnover","turnover","Reece Beekman",42,50,"Opp","vsMEM",83
2,"14:27","Jaykwon Walton turnover (lost ball) (Ryan Dunn steals)",867,"Turnover","turnover","Jaykwon Walton",42,50,"Cavs","vsMEM",84
2,"14:27","Jayhlon Young personal foul",867,"Foul","personal foul","Jayhlon Young",42,50,"Cavs","vsMEM",84
2,"14:12","Tigers lineup change (Jayhlon Young, Nicholas Jourdain, Caleb Mills, Jaykwon Walton, David Jones)",852,"Opp Sub"," ","Tigers",42,50,"Cavs","vsMEM",84
2,"14:07","Leon Bond III turnover (bad pass) (Nicholas Jourdain steals)",847,"Turnover","turnover","Leon Bond III",42,50,"Opp","vsMEM",85
2,"14:05","Jayhlon Young misses three point jump shot",845,"Missed Three","misses","Jayhlon Young",42,50,"Opp","vsMEM",85
