"Half","Time","Description","Time_in_sec","Event","Token","Player","UVA_score","Opp_score","Possession","Opps","Possession Number"
2,"2:33","Max Klesmit defensive rebound",153,"Def Rebound","defensive rebound","Max Klesmit",41,65,"Opp","vsWIS",107
2,"2:31","John Blackwell misses three point jump shot",151,"Missed Three","misses","John Blackwell",41,65,"Opp","vsWIS",107
2,"2:11","Tyler Wahl offensive rebound",131,"Off Rebound","offensive rebound","Tyler Wahl",41,65,"Opp","vsWIS",107
2,"2:09","Max Klesmit misses three point jump shot",129,"Missed Three","misses","Max Klesmit",41,65,"Opp","vsWIS",107
2,"2:09","Tyler Wahl offensive rebound",129,"Off Rebound","offensive rebound","Tyler Wahl",41,65,"Opp","vsWIS",107
2,"2:09","Tyler Wahl misses two point layup",129,"Missed Two","misses","Tyler Wahl",41,65,"Opp","vsWIS",107
2,"2:09","Tyler Wahl offensive rebound",129,"Off Rebound","offensive rebound","Tyler Wahl",41,65,"Opp","vsWIS",107
2,"2:09","Badgers 30 second timeout",129,"Timeout","second timeout","Badgers 30",41,65,"Opp","vsWIS",107
2,"1:51","Badgers lineup change (Kamari McGee, Connor Essegian, Carter Gilmore, Nolan Winter, John Blackwell)",111,"Opp Sub"," ","Badgers",41,65,"Opp","vsWIS",107
2,"1:49","John Blackwell misses two point jump shot",109,"Missed Two","misses","John Blackwell",41,65,"Opp","vsWIS",107
2,"1:32","Andrew Rohde defensive rebound",92,"Def Rebound","defensive rebound","Andrew Rohde",41,65,"Cavs","vsWIS",108
2,"1:30","Taine Murray misses two point layup",90,"Missed Two","misses","Taine Murray",41,65,"Cavs","vsWIS",108
2,"1:04","Connor Essegian defensive rebound",64,"Def Rebound","defensive rebound","Connor Essegian",41,65,"Opp","vsWIS",109
2,"1:03","Connor Essegian misses three point jump shot",63,"Missed Three","misses","Connor Essegian",41,65,"Opp","vsWIS",109
2,"1:03","Badgers offensive rebound",63,"Off Rebound","offensive rebound","Badgers",41,65,"Opp","vsWIS",109
2,"0:42","Badgers lineup change (Connor Essegian, Kamari McGee, Isaac Lindsey, Chris Hodges, Markus Ilver)",42,"Opp Sub"," ","Badgers",41,65,"Opp","vsWIS",109
2,"0:42","Kamari McGee misses two point jump shot",42,"Missed Two","misses","Kamari McGee",41,65,"Opp","vsWIS",109
2,"0:42","Isaac Lindsey offensive rebound",42,"Off Rebound","offensive rebound","Isaac Lindsey",41,65,"Opp","vsWIS",109
2,"0:42","Badgers turnover (shot clock violation)",42,"Turnover","turnover","Badgers",41,65,"Cavs","vsWIS",110
2,"0:19","Badgers lineup change (Luke Haertle, Isaac Gard, Isaac Lindsey, Chris Hodges, Markus Ilver)",19,"Opp Sub"," ","Badgers",41,65,"Cavs","vsWIS",110
2,"0:17","Dante Harris misses two point jump shot",17,"Missed Two","misses","Dante Harris",41,65,"Cavs","vsWIS",110
2,"0:00","Dante Harris turnover (offensive foul)",0,"Turnover","turnover","Dante Harris",41,65,"Opp","vsWIS",111
2,"0:00","Chucky Hepburn misses two point layup",0,"Missed Two","misses","Chucky Hepburn",41,65,"Opp","vsWIS",111
2,"0:00","Cavaliers defensive rebound",0,"Def Rebound","defensive rebound","Cavaliers",41,65,"Cavs","vsWIS",112
2,"0:00","Luke Haertle defensive rebound",0,"Def Rebound","defensive rebound","Luke Haertle",41,65,"Opp","vsWIS",113
